Station;010 Wedding;010 Wedding;010 Wedding;010 Wedding;010 Wedding
14.01.2020 12:00;12;14;31;52;29
14.01.2020 13:00;13;14;32;53;28
14.01.2020 14:00;12;14;32;52;30
14.01.2020 15:00;11;12;30;48;32
14.01.2020 16:00;11;14;37;58;25
14.01.2020 17:00;14;20;48;77;16
14.01.2020 18:00;13;15;44;67;19
14.01.2020 19:00;12;13;39;58;25
14.01.2020 20:00;11;9;36;50;26
14.01.2020 21:00;11;9;33;47;28
14.01.2020 22:00;10;4;25;32;35
14.01.2020 23:00;10;4;24;30;36
15.01.2020 00:00;9;4;25;32;34
15.01.2020 01:00;9;3;21;25;37
15.01.2020 02:00;9;2;17;21;40
15.01.2020 03:00;9;2;20;22;37
15.01.2020 04:00;8;2;16;19;40
15.01.2020 05:00;9;3;16;21;40
15.01.2020 06:00;9;5;25;34;36
15.01.2020 07:00;10;12;36;54;29
15.01.2020 08:00;10;13;39;59;29
15.01.2020 09:00;13;18;48;76;21
15.01.2020 10:00;14;17;42;68;26
15.01.2020 11:00;13;13;33;52;33
15.01.2020 12:00;13;14;35;57;32
15.01.2020 13:00;14;18;37;65;30
15.01.2020 14:00;13;12;29;47;42
15.01.2020 15:00;14;13;35;54;36
15.01.2020 16:00;15;12;37;55;35
15.01.2020 17:00;14;13;42;62;30
15.01.2020 18:00;15;14;44;66;25
15.01.2020 19:00;16;11;43;60;21
15.01.2020 20:00;17;12;43;60;20
15.01.2020 21:00;15;7;35;45;27
15.01.2020 22:00;15;7;34;44;26
15.01.2020 23:00;15;5;30;37;29
16.01.2020 00:00;14;4;30;35;30
16.01.2020 01:00;13;3;28;33;30
16.01.2020 02:00;11;2;20;23;41
16.01.2020 03:00;9;3;23;28;42
16.01.2020 04:00;7;8;44;56;34
16.01.2020 05:00;5;3;33;37;40
16.01.2020 06:00;6;11;56;73;19
16.01.2020 07:00;7;11;58;75;19
16.01.2020 08:00;9;14;57;78;20
16.01.2020 09:00;11;31;75;122;7
16.01.2020 10:00;13;45;72;142;9
16.01.2020 11:00;15;30;56;102;22
16.01.2020 12:00;11;10;29;45;45
16.01.2020 13:00;11;9;24;37;52
16.01.2020 14:00;11;8;26;38;53
16.01.2020 15:00;11;14;35;57;46
16.01.2020 16:00;14;22;53;86;30
16.01.2020 17:00;13;13;65;84;16
16.01.2020 18:00;21;39;79;139;3
16.01.2020 19:00;19;19;72;100;4
16.01.2020 20:00;21;20;67;97;3
16.01.2020 21:00;23;13;55;75;6
16.01.2020 22:00;24;8;49;61;8
16.01.2020 23:00;26;12;50;69;4
17.01.2020 00:00;27;8;48;60;4
17.01.2020 01:00;27;4;40;46;7
17.01.2020 02:00;27;5;38;46;8
17.01.2020 03:00;27;4;36;42;10
17.01.2020 04:00;27;3;32;36;12
17.01.2020 05:00;28;2;34;38;10
17.01.2020 06:00;30;7;39;49;6
17.01.2020 07:00;32;18;43;70;2
17.01.2020 08:00;37;34;46;97;1
17.01.2020 09:00;43;37;44;100;2
17.01.2020 10:00;38;40;44;106;5
17.01.2020 11:00;37;29;40;85;11
17.01.2020 12:00;32;17;35;61;21
17.01.2020 13:00;26;12;28;46;34
17.01.2020 14:00;22;7;23;34;43
17.01.2020 15:00;19;7;25;35;47
17.01.2020 16:00;19;7;28;39;50
17.01.2020 17:00;21;6;35;45;43
17.01.2020 18:00;22;6;40;49;35
17.01.2020 19:00;25;6;43;52;28
17.01.2020 20:00;29;5;42;50;23
17.01.2020 21:00;30;8;42;54;17
17.01.2020 22:00;30;9;40;55;12
17.01.2020 23:00;28;11;41;58;8
18.01.2020 00:00;26;6;37;46;10
18.01.2020 01:00;25;5;34;42;13
18.01.2020 02:00;23;2;27;31;18
18.01.2020 03:00;20;1;20;21;26
18.01.2020 04:00;19;1;15;16;33
18.01.2020 05:00;18;1;14;16;35
18.01.2020 06:00;13;3;23;27;39
18.01.2020 07:00;12;1;20;22;42
18.01.2020 08:00;10;2;21;24;42
18.01.2020 09:00;11;3;25;30;39
18.01.2020 10:00;11;5;25;33;42
18.01.2020 11:00;12;7;25;35;40
18.01.2020 12:00;11;5;19;27;47
18.01.2020 13:00;11;5;16;23;52
18.01.2020 14:00;10;4;14;20;54
18.01.2020 15:00;9;4;14;20;56
18.01.2020 16:00;9;4;16;22;55
18.01.2020 17:00;8;4;18;23;55
18.01.2020 18:00;9;5;26;34;46
18.01.2020 19:00;10;4;32;38;39
18.01.2020 20:00;9;2;20;23;49
18.01.2020 21:00;10;5;21;28;44
18.01.2020 22:00;12;2;19;23;46
18.01.2020 23:00;13;2;21;25;45
19.01.2020 00:00;14;6;32;41;32
19.01.2020 01:00;16;9;37;52;23
19.01.2020 02:00;18;17;49;74;12
19.01.2020 03:00;18;11;41;58;18
19.01.2020 04:00;20;2;16;19;36
19.01.2020 05:00;20;15;47;70;15
19.01.2020 06:00;17;14;52;74;19
19.01.2020 07:00;18;15;52;75;18
19.01.2020 08:00;18;11;49;66;19
19.01.2020 09:00;18;8;36;48;30
19.01.2020 10:00;16;7;29;39;41
19.01.2020 11:00;16;11;38;54;35
19.01.2020 12:00;16;13;44;64;35
19.01.2020 13:00;17;9;35;49;39
19.01.2020 14:00;18;10;35;49;37
19.01.2020 15:00;20;9;38;51;37
19.01.2020 16:00;20;4;23;28;45
19.01.2020 17:00;19;2;23;25;43
19.01.2020 18:00;20;1;26;28;36
19.01.2020 19:00;17;2;23;27;42
19.01.2020 20:00;15;4;37;44;33
19.01.2020 21:00;17;12;57;74;17
19.01.2020 22:00;18;6;51;60;18
19.01.2020 23:00;18;5;37;44;24
20.01.2020 00:00;16;2;23;26;36
20.01.2020 01:00;14;0;13;14;48
20.01.2020 02:00;14;0;11;12;54
20.01.2020 03:00;15;15;40;63;25
20.01.2020 04:00;16;3;30;35;28
20.01.2020 05:00;17;16;42;65;13
20.01.2020 06:00;17;45;53;122;4
20.01.2020 07:00;19;45;54;123;3
20.01.2020 08:00;21;27;51;92;3
20.01.2020 09:00;21;35;49;103;4
20.01.2020 10:00;23;42;46;110;6
20.01.2020 11:00;25;41;47;110;9
20.01.2020 12:00;21;19;45;75;18
20.01.2020 13:00;11;11;40;57;29
20.01.2020 14:00;9;9;35;48;36
20.01.2020 15:00;12;10;38;53;33
20.01.2020 16:00;15;12;42;60;30
20.01.2020 17:00;19;12;47;66;22
20.01.2020 18:00;19;8;43;56;23
20.01.2020 19:00;15;9;41;54;26
20.01.2020 20:00;13;6;42;51;24
20.01.2020 21:00;14;6;42;52;21
20.01.2020 22:00;15;5;39;47;22
20.01.2020 23:00;16;7;40;51;20
21.01.2020 00:00;17;4;35;40;22
21.01.2020 01:00;17;3;31;35;23
21.01.2020 02:00;16;2;27;30;27
21.01.2020 03:00;15;3;27;31;26
21.01.2020 04:00;14;5;27;35;27
21.01.2020 05:00;14;4;32;39;23
21.01.2020 06:00;12;6;31;40;27
21.01.2020 07:00;12;10;47;63;17
21.01.2020 08:00;12;12;47;65;18
21.01.2020 09:00;13;11;44;61;21
21.01.2020 10:00;14;20;41;72;24
21.01.2020 11:00;16;18;37;64;27
21.01.2020 12:00;17;14;29;50;35
21.01.2020 13:00;15;14;32;54;33
21.01.2020 14:00;17;18;37;65;29
21.01.2020 15:00;17;19;41;70;25
21.01.2020 16:00;18;15;41;64;23
21.01.2020 17:00;18;15;45;69;19
21.01.2020 18:00;17;9;44;59;18
21.01.2020 19:00;17;10;46;61;14
21.01.2020 20:00;16;14;47;69;12
21.01.2020 21:00;18;15;47;70;9
21.01.2020 22:00;18;14;47;68;11
21.01.2020 23:00;21;22;53;87;10
22.01.2020 00:00;26;17;45;70;11
22.01.2020 01:00;26;4;30;36;19
22.01.2020 02:00;30;9;35;49;15
22.01.2020 03:00;35;14;39;61;13
22.01.2020 04:00;32;9;36;50;13
22.01.2020 05:00;32;14;42;63;12
22.01.2020 06:00;31;11;39;56;14
22.01.2020 07:00;30;20;45;76;11
22.01.2020 08:00;24;27;51;92;9
22.01.2020 09:00;24;24;47;85;10
22.01.2020 10:00;22;22;46;79;12
22.01.2020 11:00;19;26;47;87;12
22.01.2020 12:00;18;24;46;82;13
22.01.2020 13:00;16;27;51;92;11
22.01.2020 14:00;14;26;51;90;14
22.01.2020 15:00;12;10;36;51;24
22.01.2020 16:00;9;1;24;27;41
22.01.2020 17:00;7;2;27;29;50
22.01.2020 18:00;7;2;29;32;49
22.01.2020 19:00;7;3;29;34;48
22.01.2020 20:00;8;5;41;48;40
22.01.2020 21:00;9;8;60;73;23
22.01.2020 22:00;9;6;57;67;24
22.01.2020 23:00;9;6;57;67;22
23.01.2020 00:00;10;3;41;45;37
23.01.2020 01:00;11;1;30;32;40
23.01.2020 02:00;12;9;53;67;16
23.01.2020 03:00;10;3;39;44;24
23.01.2020 04:00;11;6;41;50;18
23.01.2020 05:00;14;5;34;42;10
23.01.2020 06:00;16;17;38;64;4
23.01.2020 07:00;18;30;44;90;3
23.01.2020 08:00;21;34;47;100;2
23.01.2020 09:00;21;34;49;101;3
23.01.2020 10:00;20;36;53;109;5
23.01.2020 11:00;20;27;54;95;10
23.01.2020 12:00;22;24;45;82;15
23.01.2020 13:00;19;13;33;52;34
23.01.2020 14:00;17;15;41;64;35
23.01.2020 15:00;18;7;28;39;41
23.01.2020 16:00;16;9;28;42;45
23.01.2020 17:00;16;6;28;38;44
23.01.2020 18:00;15;7;32;43;38
23.01.2020 19:00;15;4;21;26;50
23.01.2020 20:00;15;5;21;28;50
23.01.2020 21:00;15;3;26;30;45
23.01.2020 22:00;16;2;34;38;34
23.01.2020 23:00;19;3;33;37;34
24.01.2020 00:00;21;9;43;56;22
24.01.2020 01:00;25;4;41;46;19
24.01.2020 02:00;28;2;34;37;21
24.01.2020 03:00;28;2;36;39;17
24.01.2020 04:00;27;5;40;47;12
24.01.2020 05:00;28;6;43;51;8
24.01.2020 06:00;29;8;40;52;11
24.01.2020 07:00;31;18;48;76;7
24.01.2020 08:00;34;66;60;162;2
24.01.2020 09:00;38;72;61;171;2
24.01.2020 10:00;37;47;49;120;7
24.01.2020 11:00;38;42;41;105;10
24.01.2020 12:00;36;45;43;112;11
24.01.2020 13:00;34;30;40;86;17
24.01.2020 14:00;31;22;31;65;21
24.01.2020 15:00;29;13;27;47;24
24.01.2020 16:00;31;13;32;53;15
24.01.2020 17:00;32;12;34;52;10
24.01.2020 18:00;31;10;32;47;11
24.01.2020 19:00;31;15;40;62;10
24.01.2020 20:00;32;19;42;71;6
24.01.2020 21:00;30;16;41;66;7
24.01.2020 22:00;27;10;34;50;8
24.01.2020 23:00;25;4;31;36;11
25.01.2020 00:00;26;9;36;49;7
25.01.2020 01:00;26;5;29;37;11
25.01.2020 02:00;22;1;23;25;15
25.01.2020 03:00;19;1;22;24;15
25.01.2020 04:00;17;1;19;21;21
25.01.2020 05:00;16;1;18;19;26
25.01.2020 06:00;15;2;21;25;23
25.01.2020 07:00;11;2;19;22;27
25.01.2020 08:00;12;4;24;30;21
25.01.2020 09:00;12;4;25;32;19
25.01.2020 10:00;13;5;28;35;18
25.01.2020 11:00;14;10;29;43;19
25.01.2020 12:00;14;8;25;38;20
25.01.2020 13:00;13;7;23;33;21
25.01.2020 14:00;14;8;22;34;21
25.01.2020 15:00;14;8;24;36;20
25.01.2020 16:00;14;12;30;48;13
25.01.2020 17:00;15;8;30;43;13
25.01.2020 18:00;18;8;31;43;11
25.01.2020 19:00;21;9;32;45;10
25.01.2020 20:00;21;8;31;43;12
25.01.2020 21:00;22;6;27;36;14
25.01.2020 22:00;22;7;27;39;14
25.01.2020 23:00;20;6;24;32;17
26.01.2020 00:00;18;5;21;28;19
26.01.2020 01:00;15;3;18;23;24
26.01.2020 02:00;12;2;14;17;30
26.01.2020 03:00;19;1;14;16;26
26.01.2020 04:00;26;2;16;19;24
26.01.2020 05:00;18;1;14;16;23
26.01.2020 06:00;16;2;14;17;21
26.01.2020 07:00;17;2;17;20;23
26.01.2020 08:00;17;5;22;29;22
26.01.2020 09:00;15;2;17;20;28
26.01.2020 10:00;18;3;15;19;25
26.01.2020 11:00;19;4;16;22;24
26.01.2020 12:00;20;5;20;28;21
26.01.2020 13:00;20;8;21;33;22
26.01.2020 14:00;20;9;23;37;20
26.01.2020 15:00;21;7;24;35;20
26.01.2020 16:00;22;10;33;48;13
26.01.2020 17:00;25;11;35;52;11
26.01.2020 18:00;25;7;34;45;8
26.01.2020 19:00;26;10;35;51;3
26.01.2020 20:00;22;10;33;48;4
26.01.2020 21:00;27;12;36;54;2
26.01.2020 22:00;29;15;37;60;1
26.01.2020 23:00;29;17;36;62;1
27.01.2020 00:00;29;15;33;55;1
27.01.2020 01:00;29;12;32;50;1
27.01.2020 02:00;29;13;31;51;1
27.01.2020 03:00;29;15;32;55;2
27.01.2020 04:00;30;10;33;47;2
27.01.2020 05:00;30;9;33;46;3
27.01.2020 06:00;32;17;36;62;3
27.01.2020 07:00;32;30;40;86;2
27.01.2020 08:00;32;41;43;106;1
27.01.2020 09:00;33;48;45;118;3
27.01.2020 10:00;31;41;44;107;8
27.01.2020 11:00;31;29;37;82;13
27.01.2020 12:00;29;23;34;68;20
27.01.2020 13:00;29;18;35;63;21
27.01.2020 14:00;28;18;37;64;23
27.01.2020 15:00;25;13;33;53;30
27.01.2020 16:00;22;11;35;52;29
27.01.2020 17:00;23;16;45;70;20
27.01.2020 18:00;22;20;47;78;18
27.01.2020 19:00;22;12;42;61;22
27.01.2020 20:00;21;7;38;49;24
27.01.2020 21:00;21;7;33;44;26
27.01.2020 22:00;20;4;27;32;30
27.01.2020 23:00;20;3;24;29;30
28.01.2020 00:00;22;2;22;26;27
28.01.2020 01:00;23;1;22;24;26
28.01.2020 02:00;23;1;22;24;25
28.01.2020 03:00;20;1;22;24;26
28.01.2020 04:00;18;1;18;19;31
28.01.2020 05:00;16;1;18;19;34
28.01.2020 06:00;14;2;21;25;33
28.01.2020 07:00;11;9;31;46;28
